AHSG;APOC1;APOC2;CD109;COL2A1;COL18A1;CFHR1;FTL;SERPINE2;IGHG1;IGFBP3;TIMP3;PRDX2;SERPINF1
1;1;1;1;1;1;1;1;1;1;1;1;1;1
